,Crop_Code,Scientific_Name,Genus,Species,Variety,Life_Form,Habit,Life_Span,Physiology,Category,Plant_Attributes,Temp_Opt_Min,Temp_Opt_Max,Temp_Opt_Min_F,Temp_Opt_Max_F,Temp_Abs_Min,Temp_Abs_Max,Temp_Abs_Min_F,Temp_Abs_Max_F,Killing_Temp_Rest,Killing_Temp_Growth,Killing_Temp_Rest_F,Killing_Temp_Growth_F,Rain_Opt_Min,Rain_Opt_Max,Rain_Abs_Min,Rain_Abs_Max,Lat_Opt_Min,Lat_Opt_Max,Lat_Abs_Min,Lat_Abs_Max,Alt_Opt_Min,Alt_Opt_Max,Alt_Abs_Min,Alt_Abs_Max,pH_Opt_Min,pH_Opt_Max,pH_Abs_Min,pH_Abs_Max,Light_Opt_Min,Light_Opt_Max,Light_Abs_Min,Light_Abs_Max,Depth_Opt,Depth_Abs,Texture_Ops,Texture_Abs,Fertility_Ops,Fertility_Abs,Al_Toxicity_Opt,Al_Toxicity_Abs,Salinity_Ops,Salinity_Abs,Drainage_Opt,Drainage_Abs,Photoperiod,Abiotic_Tolererance,Abiotic_Susceptibility,Introduction_Risks,Production_System,Cropping_System,Subsystem,Companion_Species,Level_of_Mechanization,Labour_Intensity,Crop_Cycle_Min,Crop_Cycle_Max,Use_Main,Use_Detailed,Use_Part,Climate_Zone_Trewartha,USDA_Hardiness_Zone,USDA_Hardiness_Zone_Min,USDA_Hardiness_Zone_Max,Datasheet_URL,PFAF_URL,Climate_Zone_Trewartha_Abbreviations,Climate_Zone_Koppen_Geiger_Abbreviations,Climate_Zone_Koppen_Geiger_IDs
597,2717,Acacia tumida,Acacia,tumida,,"shrub, tree",erect,perennial,"single stem, multi stem","forage/pasture, ornamentals/turf, forest/wood, environmental",grown on small scale,22.0,36.0,71.6,96.8,12.0,42.0,53.6,107.6,-7.324697754749568,-0.42055267702936094,18.815544041450778,31.24300518134715,400.0,1000.0,200.0,1500.0,11.0,11.0,23.0,23.0,,,213.94736842105263,500.0,7.0,8.0,6.5,8.5,very bright,clear skies,very bright,cloudy skies,shallow (20-50 cm),shallow (20-50 cm),light,"medium, light",low,low,low (6-15% of CEC),low (6-15% of CEC),low (<4 dS/m),low (<4 dS/m),well (dry spells),"well (dry spells), excessive (dry/moderately dry)",short day (<12 hours),drought,fire,can become a weed,large scale/commercial,Cropping system,Subsystem,Companion species,Level of mechanization,Labour intensity,75.0,300.0,fuels,fuelwood,bark,"tropical wet & dry (Aw), desert or arid (Bw), steppe or semiarid (Bs)",10-12,10,12,http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=2717,https://pfaf.org/user/Plant.aspx?LatinName=Acacia+tumida,"['Aw', 'Bw', 'Bs']","['Aw', 'BSh', 'BSk', 'BWk', 'BWh']","[3, 6, 7, 5, 4]"
598,2718,Acacia victoriae,Acacia,victoriae,,"shrub, tree",erect,perennial,"single stem, multi stem","forage/pasture, fruits & nuts, materials, forest/wood, environmental",grown on small scale,12.0,32.0,53.6,89.6,5.0,38.0,41.0,100.4,-10.0,-1.0,14.0,30.2,300.0,800.0,100.0,1000.0,14.0,14.0,36.0,36.0,,,50.0,750.0,6.0,7.5,5.0,8.5,very bright,clear skies,very bright,cloudy skies,deep (>>150 cm),shallow (20-50 cm),"heavy, medium, light","heavy, medium, light",moderate,low,low (6-15% of CEC),low (6-15% of CEC),low (<4 dS/m),low (<4 dS/m),well (dry spells),"poorly (saturated >50% of year), well (dry spells)","short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)",drought,fire,can become a weed,large scale/commercial,Cropping system,Subsystem,Companion species,Level of mechanization,Labour intensity,60.0,270.0,food & beverage,protein,seeds,"tropical wet & dry (Aw), desert or arid (Bw), steppe or semiarid (Bs), subtropical humid (Cf), subtropical dry summer (Cs), subtropical dry winter (Cw)",8-11,8,11,http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=2718,https://pfaf.org/user/Plant.aspx?LatinName=Acacia+victoriae,"['Aw', 'Bw', 'Bs', 'Cf', 'Cs', 'Cw']","['Aw', 'Cwa', 'Cfa', 'Csc', 'BSh', 'Cwb', 'Cwc', 'Csa', 'BSk', 'Cfb', 'Cfc', 'BWk', 'BWh', 'Csb']","[3, 11, 14, 10, 6, 12, 13, 8, 7, 15, 16, 5, 4, 9]"
599,2720,Acacia xiphohylla,Acacia,xiphohylla,,shrub,erect,perennial,"deciduous, multi stem","forest/wood, environmental",harvested from wild,24.0,36.0,75.2,96.8,12.0,45.0,53.6,113.0,-3.0,0.0,26.6,32.0,200.0,250.0,150.0,300.0,23.0,21.0,27.0,29.0,,,213.94736842105263,1000.0,7.0,8.0,6.5,8.5,very bright,very bright,very bright,clear skies,medium (50-150 cm),shallow (20-50 cm),heavy,"heavy, medium",moderate,low,low (6-15% of CEC),low (6-15% of CEC),low (<4 dS/m),medium (4-10 dS/m),well (dry spells),well (dry spells),"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)",drought,fire,can become a weed,large scale/commercial,Cropping system,Subsystem,Companion species,Level of mechanization,Labour intensity,60.0,120.0,fuels,fuelwood,bark,"desert or arid (Bw), steppe or semiarid (Bs)",10-12,10,12,http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=2720,https://pfaf.org/user/Plant.aspx?LatinName=Acacia+xiphohylla,"['Bw', 'Bs']","['BWk', 'BWh', 'BSh', 'BSk']","[5, 4, 6, 7]"
600,2735,Acanthosicyos naudinianus,Acanthosicyos,naudinianus,,"herb, vine",prostrate/procumbent/semi-erect,perennial,multi stem,fruits & nuts,grown on small scale,15.0,30.0,59.0,86.0,12.0,32.0,53.6,89.6,-7.324697754749568,-0.42055267702936094,18.815544041450778,31.24300518134715,150.0,500.0,100.0,700.0,12.0,10.0,32.0,34.0,,,900.0,1350.0,6.0,6.5,5.5,7.0,clear skies,very bright,clear skies,very bright,medium (50-150 cm),deep (>>150 cm),light,light,low,low,low (6-15% of CEC),low (6-15% of CEC),medium (4-10 dS/m),medium (4-10 dS/m),well (dry spells),well (dry spells),short day (<12 hours),drought,fire,can become a weed,large scale/commercial,Cropping system,Subsystem,Companion species,Level of mechanization,Labour intensity,0.0,0.0,food & beverage,vitamins,fruits,"tropical wet & dry (Aw), desert or arid (Bw), steppe or semiarid (Bs)",9-11,9,11,http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=2735,https://pfaf.org/user/Plant.aspx?LatinName=Acanthosicyos+naudinianus,"['Aw', 'Bw', 'Bs']","['Aw', 'BSh', 'BSk', 'BWk', 'BWh']","[3, 6, 7, 5, 4]"
601,2736,Acanthus ilicifolius,Acanthus,ilicifolius,,"herb, shrub",erect,perennial,"multi stem, C3 photosynthesis","ornamentals/turf, medicinals & aromatic",grown on small scale,18.0,26.0,64.4,78.8,15.0,32.0,59.0,89.6,-7.324697754749568,-0.42055267702936094,18.815544041450778,31.24300518134715,1500.0,2500.0,1000.0,3000.0,30.0,30.0,52.0,52.0,,,589.4025163469174,2000.0,6.8,7.2,6.5,7.5,very bright,clear skies,very bright,cloudy skies,deep (>>150 cm),medium (50-150 cm),heavy,"heavy, medium",high,moderate,low (6-15% of CEC),low (6-15% of CEC),medium (4-10 dS/m),high (>10 dS/m)),poorly (saturated >50% of year),poorly (saturated >50% of year),short day (<12 hours),flooding,fire,can become a weed,home garden,Cropping system,Subsystem,Companion species,Level of mechanization,Labour intensity,365.0,365.0,medicinal,skin applications,leaves,"tropical wet & dry (Aw), tropical wet (Ar)",10-12,10,12,http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=2736,https://pfaf.org/user/Plant.aspx?LatinName=Acanthus+ilicifolius,"['Aw', 'Ar']","['Aw', 'Af', 'Am']","[3, 1, 2]"
602,2737,Acanthus mollis,Acanthus,mollis,,herb,erect,perennial,"multi stem, C3 photosynthesis","ornamentals/turf, medicinals & aromatic",grown on small scale,15.0,30.0,59.0,86.0,10.0,38.0,50.0,100.4,-7.324697754749568,-0.42055267702936094,18.815544041450778,31.24300518134715,500.0,800.0,400.0,1000.0,30.0,30.0,52.0,52.0,,,589.4025163469174,2000.0,5.0,7.0,5.5,6.5,light shade,cloudy skies,light shade,very bright,medium (50-150 cm),shallow (20-50 cm),medium,"medium, light",high,moderate,low (6-15% of CEC),low (6-15% of CEC),low (<4 dS/m),low (<4 dS/m),well (dry spells),"well (dry spells), excessive (dry/moderately dry)",short day (<12 hours),flooding,fire,can become a weed,home garden,Cropping system,Subsystem,Companion species,Level of mechanization,Labour intensity,0.0,0.0,medicinal,skin applications,leaves,"subtropical dry summer (Cs), temperate oceanic (Do), temperate continental (Dc)",10-12,10,12,http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=2737,https://pfaf.org/user/Plant.aspx?LatinName=Acanthus+mollis,"['Cs', 'Do', 'Dc']","['Dfd', 'Csc', 'Csa', 'Dfb', 'Cfb', 'Cfc', 'Dfc', 'Dfa', 'Csb']","[28, 10, 8, 26, 15, 16, 27, 25, 9]"
603,2741,Acca sellowiana,Acca,sellowiana,,"shrub, tree",erect,perennial,"evergreen, single stem, multi stem","fruits & nuts, ornamentals/turf",grown on small scale,18.0,21.0,64.4,69.8,12.0,28.0,53.6,82.4,-10.0,-1.0,14.0,30.2,750.0,1500.0,600.0,2000.0,12.0,10.0,50.0,52.0,,,589.4025163469174,1000.0,5.5,7.0,4.5,8.0,clear skies,very bright,cloudy skies,very bright,medium (50-150 cm),medium (50-150 cm),"medium, organic","heavy, medium, light, wide, organic",moderate,moderate,low (6-15% of CEC),low (6-15% of CEC),low (<4 dS/m),medium (4-10 dS/m),well (dry spells),well (dry spells),short day (<12 hours),"wind, drought, salt winds",fire,can become a weed,home garden,Cropping system,Subsystem,Companion species,Level of mechanization,Labour intensity,0.0,0.0,food & beverage,vitamins,fruits,"tropical wet & dry (Aw), subtropical humid (Cf), subtropical dry summer (Cs), temperate oceanic (Do)",8-11,8,11,http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=2741,https://pfaf.org/user/Plant.aspx?LatinName=Acca+sellowiana,"['Aw', 'Cf', 'Cs', 'Do']","['Aw', 'Csc', 'Csa', 'Cfb', 'Cfc', 'Cfa', 'Csb']","[3, 10, 8, 15, 16, 14, 9]"
604,2742,Acehmea magdalenae,Acehmea,magdalenae,,shrub,erect,perennial,"evergreen, multi stem",materials,grown on small scale,24.0,30.0,75.2,86.0,12.0,36.0,53.6,96.8,-7.324697754749568,-0.42055267702936094,18.815544041450778,31.24300518134715,900.0,1300.0,700.0,1500.0,21.959985813389384,24.896480043077425,15.0,15.0,,,589.4025163469174,900.0,5.5,6.5,5.0,7.0,very bright,light shade,very bright,light shade,medium (50-150 cm),shallow (20-50 cm),"light, organic","medium, light",moderate,low,low (6-15% of CEC),low (6-15% of CEC),low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),short day (<12 hours),drought,fire,can become a weed,large scale/commercial,Cropping system,Subsystem,Companion species,Level of mechanization,Labour intensity,210.0,330.0,material,fibres,leaves,"tropical wet & dry (Aw), tropical wet (Ar)",10-12,10,12,http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=2742,https://pfaf.org/user/Plant.aspx?LatinName=Acehmea+magdalenae,"['Aw', 'Ar']","['Aw', 'Af', 'Am']","[3, 1, 2]"
605,2743,Acer caesium,Acer,caesium,,tree,erect,perennial,"deciduous, single stem",forest/wood,"grown on small scale, harvested from wild",15.0,21.0,59.0,69.8,7.0,30.0,44.6,86.0,-5.0,0.0,23.0,32.0,1000.0,1800.0,660.0,2150.0,20.0,20.0,50.0,50.0,,,589.4025163469174,3000.0,4.5,5.5,4.0,6.5,very bright,clear skies,very bright,light shade,deep (>>150 cm),medium (50-150 cm),medium,"heavy, medium, light",high,moderate,low (6-15% of CEC),low (6-15% of CEC),low (<4 dS/m),low (<4 dS/m),well (dry spells),"well (dry spells), excessive (dry/moderately dry)",short day (<12 hours),drought,fire,can become a weed,home garden,Cropping system,Subsystem,Companion species,Level of mechanization,Labour intensity,210.0,270.0,fuels,fuelwood,bark,"tropical wet (Ar), subtropical humid (Cf), subtropical dry summer (Cs), subtropical dry winter (Cw), temperate oceanic (Do), temperate continental (Dc), temperate with humid winters (Df), temperate with dry winters (Dw)",5-9,5,9,http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=2743,https://pfaf.org/user/Plant.aspx?LatinName=Acer+caesium,"['Ar', 'Cf', 'Cs', 'Cw', 'Do', 'Dc', 'Df', 'Dw']","['Dwd', 'Cwc', 'Dfb', 'Dwb', 'Dfa', 'Dwc', 'Cfa', 'Cwb', 'Cfb', 'Am', 'Dfc', 'Csb', 'Dfd', 'Cwa', 'Csc', 'Af', 'Csa', 'Dwa', 'Cfc']","[24, 13, 26, 22, 25, 23, 14, 12, 15, 2, 27, 9, 28, 11, 10, 1, 8, 21, 16]"
606,2744,Acer campestre,Acer,campestre,,"shrub, tree",erect,perennial,"deciduous, single stem, multi stem","medicinals & aromatic, forest/wood","grown on small scale, harvested from wild",14.5,22.5,58.1,72.5,5.5,29.0,41.9,84.2,-7.324697754749568,-0.42055267702936094,18.815544041450778,31.24300518134715,850.0,1550.0,580.0,1825.0,20.0,20.0,50.0,50.0,,,589.4025163469174,2300.0,5.25,6.0,4.65,6.9,very bright,clear skies,very bright,cloudy skies,deep (>>150 cm),medium (50-150 cm),medium,"heavy, medium, light",high,moderate,low (6-15% of CEC),low (6-15% of CEC),low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),long day (>14 hours),drought,fire,can become a weed,home garden,Cropping system,Subsystem,Companion species,Level of mechanization,Labour intensity,0.0,0.0,environmental,living fence,entire plant,"temperate oceanic (Do), temperate continental (Dc)",4-8,4,8,http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=2744,https://pfaf.org/user/Plant.aspx?LatinName=Acer+campestre,"['Do', 'Dc']","['Dfd', 'Dfb', 'Cfb', 'Cfc', 'Dfc', 'Dfa']","[28, 26, 15, 16, 27, 25]"
607,2756,Acer saccharum,Acer,saccharum,,tree,erect,perennial,"deciduous, single stem",forest/wood,"grown on small scale, harvested from wild",14.0,24.0,57.2,75.2,4.0,28.0,39.2,82.4,-18.0,-1.0,-0.3999999999999986,30.2,700.0,1300.0,500.0,1500.0,20.0,20.0,50.0,50.0,,,589.4025163469174,1600.0,6.0,6.5,5.3,7.3,very bright,clear skies,very bright,cloudy skies,deep (>>150 cm),medium (50-150 cm),medium,medium,moderate,moderate,low (6-15% of CEC),low (6-15% of CEC),low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),long day (>14 hours),drought,fire,can become a weed,home garden,Cropping system,Subsystem,Companion species,Level of mechanization,Labour intensity,130.0,240.0,material,timber wood,bark,"steppe or semiarid (Bs), temperate oceanic (Do), temperate continental (Dc), boreal (E)",4-8,4,8,http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=2756,https://pfaf.org/user/Plant.aspx?LatinName=Acer+saccharum,"['Bs', 'Do', 'Dc', 'E']","['Dfd', 'ET', 'BSh', 'BSk', 'Cfb', 'Dfb', 'Cfc', 'Dfc', 'Dfa']","[28, 29, 6, 7, 15, 26, 16, 27, 25]"
608,2761,Achillea fragrantissima,Achillea,fragrantissima,,herb,erect,perennial,multi stem,medicinals & aromatic,harvested from wild,19.69321716734314,30.05038747087041,67.44779090121764,86.09069744756674,10.327194303952986,37.196301601810866,50.58894974711537,98.95334288325957,-7.324697754749568,-0.42055267702936094,18.815544041450778,31.24300518134715,947.8172943060056,1628.6292350871452,626.3806468873757,2404.2350062815904,10.0,10.0,30.0,30.0,,,589.4025163469174,2000.0,7.0,8.0,6.5,8.5,very bright,very bright,very bright,cloudy skies,medium (50-150 cm),shallow (20-50 cm),"medium, light","heavy, medium, light",moderate,low,low (6-15% of CEC),low (6-15% of CEC),low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),short day (<12 hours),drought,fire,can become a weed,large scale/commercial,Cropping system,Subsystem,Companion species,Level of mechanization,Labour intensity,0.0,0.0,medicinal,digestive system applications,entire plant,"subtropical dry summer (Cs), temperate oceanic (Do)",4-8,4,8,http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=2761,https://pfaf.org/user/Plant.aspx?LatinName=Achillea+fragrantissima,"['Cs', 'Do']","['Csc', 'Csa', 'Cfb', 'Cfc', 'Csb']","[10, 8, 15, 16, 9]"
609,2762,Achillea millefolium,Achillea,millefolium,,herb,erect,perennial,multi stem,medicinals & aromatic,grown on small scale,19.69321716734314,30.05038747087041,67.44779090121764,86.09069744756674,10.327194303952986,37.196301601810866,50.58894974711537,98.95334288325957,-7.324697754749568,-0.42055267702936094,18.815544041450778,31.24300518134715,947.8172943060056,1628.6292350871452,626.3806468873757,2404.2350062815904,10.0,10.0,30.0,30.0,,,589.4025163469174,2000.0,7.0,8.0,6.5,8.5,very bright,very bright,very bright,cloudy skies,medium (50-150 cm),shallow (20-50 cm),wide,wide,moderate,low,low (6-15% of CEC),low (6-15% of CEC),low (<4 dS/m),low (<4 dS/m),well (dry spells),"well (dry spells), excessive (dry/moderately dry)",short day (<12 hours),drought,fire,can become a weed,large scale/commercial,Cropping system,Subsystem,Companion species,Level of mechanization,Labour intensity,0.0,0.0,food additive,condiment/seasoning,flowers,"subtropical dry summer (Cs), temperate oceanic (Do)",4-8,4,8,http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=2762,https://pfaf.org/user/Plant.aspx?LatinName=Achillea+millefolium,"['Cs', 'Do']","['Csc', 'Csa', 'Cfb', 'Cfc', 'Csb']","[10, 8, 15, 16, 9]"
610,2763,Achillea millefolium ssp. millefolium,Achillea,millefolium,,herb,erect,perennial,multi stem,medicinals & aromatic,grown on small scale,19.69321716734314,30.05038747087041,67.44779090121764,86.09069744756674,10.327194303952986,37.196301601810866,50.58894974711537,98.95334288325957,-7.324697754749568,-0.42055267702936094,18.815544041450778,31.24300518134715,947.8172943060056,1628.6292350871452,626.3806468873757,2404.2350062815904,10.0,10.0,30.0,30.0,,,589.4025163469174,2000.0,7.0,8.0,6.5,8.5,very bright,very bright,very bright,cloudy skies,medium (50-150 cm),shallow (20-50 cm),"medium, light","heavy, medium, light",moderate,low,low (6-15% of CEC),low (6-15% of CEC),low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),short day (<12 hours),drought,fire,can become a weed,large scale/commercial,Cropping system,Subsystem,Companion species,Level of mechanization,Labour intensity,0.0,0.0,medicinal,condiment/seasoning,flowers,"subtropical dry summer (Cs), temperate oceanic (Do), temperate continental (Dc)",4-8,4,8,http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=2763,https://pfaf.org/user/Plant.aspx?LatinName=Achillea+millefolium,"['Cs', 'Do', 'Dc']","['Dfd', 'Csc', 'Csa', 'Dfb', 'Cfb', 'Cfc', 'Dfc', 'Dfa', 'Csb']","[28, 10, 8, 26, 15, 16, 27, 25, 9]"
611,2766,Achnatherum splendens,Achnatherum,splendens,,grass,erect,perennial,multi stem,forage/pasture,grown on small scale,8.0,15.0,46.4,59.0,3.0,20.0,37.4,68.0,-20.0,-5.0,-4.0,23.0,300.0,400.0,200.0,500.0,25.0,25.0,50.0,50.0,,,589.4025163469174,4000.0,7.0,8.0,6.5,8.5,very bright,clear skies,very bright,cloudy skies,medium (50-150 cm),shallow (20-50 cm),"medium, light","heavy, medium, light, organic",high,low,low (6-15% of CEC),low (6-15% of CEC),low (<4 dS/m),high (>10 dS/m)),well (dry spells),"poorly (saturated >50% of year), well (dry spells), excessive (dry/moderately dry)",long day (>14 hours),flooding,fire,can become a weed,large scale/commercial,Cropping system,Subsystem,Companion species,Level of mechanization,Labour intensity,75.0,150.0,animal food (feed),vitamins,entire plant,"desert or arid (Bw), steppe or semiarid (Bs), temperate continental (Dc)",6-9,6,9,http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=2766,https://pfaf.org/user/Plant.aspx?LatinName=Achnatherum+splendens,"['Bw', 'Bs', 'Dc']","['Dfc', 'Dfd', 'BSh', 'BSk', 'Dfb', 'BWk', 'BWh', 'Dfa']","[27, 28, 6, 7, 26, 5, 4, 25]"
612,2770,Acmena smithii,Acmena,smithii,,tree,erect,perennial,single stem,"forest/wood, environmental",grown on small scale,18.0,28.0,64.4,82.4,8.0,36.0,46.4,96.8,-5.0,-1.0,23.0,30.2,1000.0,1700.0,700.0,2000.0,11.0,11.0,39.0,39.0,,,589.4025163469174,1200.0,5.0,6.0,4.5,6.5,very bright,clear skies,very bright,cloudy skies,deep (>>150 cm),medium (50-150 cm),"heavy, medium, light","heavy, medium, light",moderate,low,low (6-15% of CEC),low (6-15% of CEC),low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)",drought,fire,can become a weed,large scale/commercial,Cropping system,Subsystem,Companion species,Level of mechanization,Labour intensity,150.0,240.0,material,timber wood,bark,"subtropical humid (Cf), temperate oceanic (Do)",10-12,10,12,http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=2770,https://pfaf.org/user/Plant.aspx?LatinName=Acmena+smithii,"['Cf', 'Do']","['Cfb', 'Cfa', 'Cfc']","[15, 14, 16]"
613,2777,Aconitum napellus,Aconitum,napellus,,herb,erect,perennial,multi stem,"ornamentals/turf, medicinals & aromatic","grown on small scale, harvested from wild",19.69321716734314,30.05038747087041,67.44779090121764,86.09069744756674,10.327194303952986,37.196301601810866,50.58894974711537,98.95334288325957,-7.324697754749568,-0.42055267702936094,18.815544041450778,31.24300518134715,947.8172943060056,1628.6292350871452,626.3806468873757,2404.2350062815904,40.0,40.0,50.0,52.0,,,589.4025163469174,1640.8418117416663,5.674299619855927,6.864807644648237,4.983632143578074,7.7080950376355135,light shade,cloudy skies,light shade,clear skies,medium (50-150 cm),shallow (20-50 cm),"medium, light","heavy, medium, light",moderate,low,low (6-15% of CEC),low (6-15% of CEC),low (<4 dS/m),low (<4 dS/m),well (dry spells),"poorly (saturated >50% of year), well (dry spells)",short day (<12 hours),drought,fire,can become a weed,large scale/commercial,Cropping system,Subsystem,Companion species,Level of mechanization,Labour intensity,0.0,0.0,environmental,ornamental/turf,entire plant,"subtropical dry summer (Cs), temperate oceanic (Do), temperate continental (Dc)",3-8,3,8,http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=2777,https://pfaf.org/user/Plant.aspx?LatinName=Aconitum+napellus,"['Cs', 'Do', 'Dc']","['Dfd', 'Csc', 'Csa', 'Dfb', 'Cfb', 'Cfc', 'Dfc', 'Dfa', 'Csb']","[28, 10, 8, 26, 15, 16, 27, 25, 9]"
614,2779,Acorus calamus,Acorus,calamus,,herb,erect,perennial,multi stem,medicinals & aromatic,grown on small scale,18.0,26.0,64.4,78.8,4.0,30.0,39.2,86.0,-7.324697754749568,-0.42055267702936094,18.815544041450778,31.24300518134715,7000.0,2000.0,430.0,4200.0,21.959985813389384,24.896480043077425,40.0,45.0,,,589.4025163469174,1640.8418117416663,5.5,6.5,5.0,7.5,very bright,clear skies,very bright,cloudy skies,medium (50-150 cm),shallow (20-50 cm),"heavy, medium, light","heavy, medium, light",low,low,low (6-15% of CEC),low (6-15% of CEC),low (<4 dS/m),low (<4 dS/m),poorly (saturated >50% of year),poorly (saturated >50% of year),"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)",drought,fire,can become a weed,large scale/commercial,Cropping system,Subsystem,Companion species,Level of mechanization,Labour intensity,90.0,365.0,food additive,condiment/seasoning,roots,"tropical wet & dry (Aw), tropical wet (Ar), steppe or semiarid (Bs), subtropical humid (Cf), subtropical dry summer (Cs), subtropical dry winter (Cw), temperate continental (Dc)",4-11,4,11,http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=2779,https://pfaf.org/user/Plant.aspx?LatinName=Acorus+calamus,"['Aw', 'Ar', 'Bs', 'Cf', 'Cs', 'Cw', 'Dc']","['Dfc', 'Aw', 'Dfd', 'Cwa', 'Csc', 'Cwb', 'BSh', 'Cwc', 'Af', 'Csa', 'BSk', 'Cfb', 'Dfb', 'Cfc', 'Am', 'Cfa', 'Dfa', 'Csb']","[27, 3, 28, 11, 10, 12, 6, 13, 1, 8, 7, 15, 26, 16, 2, 14, 25, 9]"
615,2780,Acrocarpus fraxinifolius,Acrocarpus,fraxinifolius,,tree,erect,perennial,"deciduous, single stem","forage/pasture, materials, forest/wood, environmental",grown on small scale,28.0,35.0,82.4,95.0,12.0,38.0,53.6,100.4,-7.324697754749568,-0.42055267702936094,18.815544041450778,31.24300518134715,1200.0,1500.0,1100.0,1600.0,23.0,23.0,27.0,27.0,,,589.4025163469174,1500.0,5.5,6.5,5.0,7.5,very bright,clear skies,very bright,cloudy skies,deep (>>150 cm),medium (50-150 cm),medium,medium,moderate,low,low (6-15% of CEC),low (6-15% of CEC),low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)",drought,fire,can become a weed,large scale/commercial,Cropping system,Subsystem,Companion species,Level of mechanization,Labour intensity,240.0,365.0,animal food (feed),vitamins,leaves,"tropical wet & dry (Aw), steppe or semiarid (Bs)",10-12,10,12,http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=2780,https://pfaf.org/user/Plant.aspx?LatinName=Acrocarpus+fraxinifolius,"['Aw', 'Bs']","['Aw', 'BSh', 'BSk']","[3, 6, 7]"
616,2782,Acroceras macrum,Acroceras,macrum,,grass,erect,perennial,"multi stem, C3 photosynthesis","forage/pasture, weed","grown on large scale, grown on small scale",16.0,26.0,60.8,78.8,12.0,30.0,53.6,86.0,-5.0,-1.0,23.0,30.2,800.0,1500.0,625.0,2000.0,21.959985813389384,24.896480043077425,30.0,30.0,,,589.4025163469174,2000.0,4.8,5.8,4.3,7.3,clear skies,cloudy skies,very bright,cloudy skies,medium (50-150 cm),medium (50-150 cm),"heavy, medium, light","heavy, medium, light",high,moderate,low (6-15% of CEC),low (6-15% of CEC),low (<4 dS/m),low (<4 dS/m),poorly (saturated >50% of year),"poorly (saturated >50% of year), well (dry spells)","short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)",drought,fire,can become a weed,"small scale (manual), large scale/commercial",Cropping system,Subsystem,Companion species,Level of mechanization,Labour intensity,120.0,365.0,animal food (feed),vitamins,entire plant,"tropical wet & dry (Aw), tropical wet (Ar), subtropical humid (Cf), subtropical dry summer (Cs), subtropical dry winter (Cw)",10-12,10,12,http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=2782,https://pfaf.org/user/Plant.aspx?LatinName=Acroceras+macrum,"['Aw', 'Ar', 'Cf', 'Cs', 'Cw']","['Aw', 'Cwa', 'Csc', 'Cwb', 'Cwc', 'Af', 'Csa', 'Cfb', 'Cfc', 'Am', 'Cfa', 'Csb']","[3, 11, 10, 12, 13, 1, 8, 15, 16, 2, 14, 9]"
